time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2016-11-09 09:37:12.657 UTC, ,125,3168165,1288,22312, , ,5, ,15,2,0.13, , , , , , , ,5,5, , , ,3,2,8, ,8,6, , , , , , , , , , , , , ,19608,9, ,17064, , , , , ,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478684232262,3145728, , , ,10,0, , , ,1, , , ,3, , , , ,10,1, , , , , , ,22528,11, , , , , , , , , , ,26740760,2, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,9, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:37:12.709 UTC, ,125,3160709,1288,14664,192, ,3,1,26,3,0.12, , , , , , , ,3,3, ,2,1,2,1,5, ,40,19, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,20,20, , , , , ,3,136, , , , , , , , , , , , , , , , , , , , , , , , ,1478684232671,3145728, , , ,28,0, , , ,3, , , ,3, , , , ,28,1,2048,1, , , , ,176128,44, , , , , , , , ,1,6,11563112,2, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:37:12.715 UTC, ,125,3168397,1288,22544, , ,5,1,7,2,0.29, , , , , , , ,5,5, , ,1,3,2,8, ,5,4, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478684232671,3145728, , , ,9,0, , , , , , , ,3, , , , ,9,1, , , , , , ,18432,9, , , , , , , , , , ,11903968,2, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:38:43.446 UTC, ,125,3160517,1288,14664, , ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,37,17, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,20,20, , , , , ,3,136, , , , , , , , , , , , , , , , , , , , , , , , ,1478684323108,3145728, , , ,26,0, , , ,2, , , ,3, , , , ,26, ,2048,1, , , , ,169984,41, , , , , , , , , , ,24833416,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:38:43.504 UTC, ,125,3168397,1288,22544, , ,5,1,14,2,0.14, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478684323108,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,26878192,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:47:23.799 UTC, ,125,3160517,1288,14664, , ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,37,17, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,-1,-1, , , , , ,3,136, , , , , , , , , , , , , , , , , , , , , , , , ,1478684843437,3145728, , , ,26,0, , , ,2, , , ,3, , , , ,26, ,2048,1, , , , ,169984,41, , , , , , , , , , ,24940152,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:56:05.491 UTC, ,125,3160517,1288,14664, , ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,37,17, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,20,20, , , , , ,3,136, , , , , , , , , , , , , , , , , , , , , , , , ,1478688965161,3145728, , , ,26,0, , , ,2, , , ,3, , , , ,26, ,2048,1, , , , ,169984,41, , , , , , , , , , ,24966032,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:56:05.551 UTC, ,125,3168397,1288,22544, , ,5,1,11,2,0.18, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478688965161,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,27011544,1, , , , , , ,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,8, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:56:11.254 UTC, ,125,3160597,1288,14664,80, ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,37,17, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,20,20, , , , , ,3,136, , , , , , , , , , , , , , , , , , , , , , , , ,1478688971204,3145728, , , ,27,0, , , ,3, , , ,3, , , , ,27,1,2048,1, , , , ,169984,41, , , , , , , , , , ,34078720,1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:56:11.260 UTC, ,125,3168397,1288,22544, , ,5,1,9,2,0.22, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478688971204,3145728, , , ,10,0, , , , , , , ,3, , , , ,10,1, , , , , , ,24576,12, , , , , , , , ,1,8,10190528,1, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:56:39.683 UTC, ,125,3160765,1288,14664,248, ,3,1,26,3,0.12, , , , , , , ,3,3, ,2,1,2,1,5, ,40,19, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,20,20, , , , , ,3,136, , , , , , , , , , , , , , , , , , , , , , , , ,1478688999651,3145728, , , ,28,0, , , ,3, , , ,3, , , , ,28,1,2048,1, , , , ,176128,44, , , , , , , , ,1,8,16680632,1, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:56:39.693 UTC, ,125,3168397,1288,22544, , ,5,1,8,2,0.25, , , , , , , ,5,5, , ,1,3,2,8, ,5,4, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478688999651,3145728, , , ,9,0, , , , , , , ,3, , , , ,9,1, , , , , , ,18432,9, , , , , , , , , , ,17312784,1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,8, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:57:32.365 UTC, ,125,3160517,1288,14664, , ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,37,17, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,20,20, , , , , ,3,136, , , , , , , , , , , , , , , , , , , , , , , , ,1478689052033,3145728, , , ,26,0, , , ,2, , , ,3, , , , ,26, ,2048,1, , , , ,169984,41, , , , , , , , , , ,24835160,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:57:32.427 UTC, ,125,3168397,1288,22544, , ,5,1,10,2,0.20, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478689052033,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,26881632,1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,8, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:57:34.753 UTC, ,125,3168701,1288,22544,304, ,5,2,29,5,0.17, , , , , , , ,5,5, ,2,2,3,3,7, ,41,19, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,20,20, , , , , ,3,136, , , , , , , , , , , , , , , , , , , , , , , , ,1478689054708,3145728, , , ,32,0, , , ,3, , , ,3, , , , ,32,1,2048,1, , , , ,184320,48, , , , , , , , ,1,8,12892016,1, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:57:34.756 UTC, ,125,3168397,1288,22544, , ,5, ,4, , , , , , , , , ,5,5, , , ,3,2,8, ,4,4, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478689054708,3145728, , , ,5,0, , , , , , , ,3, , , , ,5,1, , , , , , ,10240,5, , , , , , , , , , ,13232824,1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:57:39.808 UTC, ,125,3160621,1288,14664,104, ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,38,18, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,20,20, , , , , ,3,136, , , , , , , , , , , , , , , , , , , , , , , , ,1478689059780,3145728, , , ,26,0, , , ,3, , , ,3, , , , ,27, ,2048,1, , , , ,169984,41, , , , , , , , ,1,8,19394336,1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:57:39.821 UTC, ,125,3168397,1288,22544, , ,5,1,11,2,0.18, , , , , , , ,5,5, , ,1,3,2,8, ,7,5, , , , , , , , , , , , , ,21570,10, ,19970, , , , , ,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478689059780,3145728, , , ,11,0, , , , , , , ,3, , , , ,10,1, , , , , , ,24576,12, , , , , , , , , , ,20031896,1, , , , , , ,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,8, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:58:14.727 UTC, ,125,3168725,1288,22568,304, ,5,1,33,5,0.15, , , , , , , ,5,5, ,2,1,3,2,8, ,47,24, , , , , , , , , , , , , ,23534,11, ,21932, , , , , ,18,18, , , , , ,3,145, , , , , , , , , , , , , , , , , , , , , , , , ,1478689094685,3145728, , , ,37,0, , , ,3, , , ,3, , , , ,37,1,2048,1, , , , ,194560,53, , , , , , , , ,1,8,26830376, , , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,3, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:58:14.732 UTC, ,125,3168421,1288,22568, , ,5, ,1, , , , , , , , , ,5,5, , , ,3,2,8, , , , , , , , , , , , , , , , ,23534,11, ,21932, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478689094685,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,26830376, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:58:28.595 UTC, ,125,3160621,1288,14688,80, ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,39,18, , , , , , , , , , , , , ,23534,11, ,21932, , , , , ,18,18, , , , , ,3,145, , , , , , , , , , , , , , , , , , , , , , , , ,1478689108572,3145728, , , ,26,0, , , ,2, , , ,3, , , , ,26, ,2048,1, , , , ,169984,41, , , , , , , , ,1,8,33619224,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:58:28.602 UTC, ,125,3168421,1288,22568, , ,5,1,15,2,0.13, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,23534,11, ,21932, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478689108572,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,33619224,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,9, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:58:28.642 UTC, ,125,3168445,1288,22592, , ,5,2,39,5,0.13, , , , , , , ,5,5, ,2,2,3,2,8, ,49,25, , , , , , , , , , , , , ,25484,12, ,23896, , , , , ,18,18, , , , , ,4,156, , , , , , , , , , , , , , , , , , , , , , , , ,1478689108607,3145728, , , ,39,0, , , ,3, , , ,3, , , , ,39,1,2048,1, , , , ,215040,57, , , , , , , , ,1,8,41106040,1, , , , , , ,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,9, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:58:28.645 UTC, ,125,3168445,1288,22592, , ,5, , , , , , , , , , , ,5,5, , , ,3,2,8, , , , , , , , , , , , , , , , ,25484,12, ,23896, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478689108607,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,41106040,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:58:36.961 UTC, ,125,3160589,1288,14736, , ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,43,20, , , , , , , , , , , , , ,27566,13, ,25861, , , , , ,17,17, , , , , ,4,165, , , , , , , , , , , , , , , , , , , , , , , , ,1478689116931,3145728, , , ,29,0, , , ,2, , , ,3, , , , ,29, ,2048,1, , , , ,192512,46, , , , , , , , ,2,14,16001776,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:58:36.966 UTC, ,125,3168693,1288,22840, , ,5,1,10,2,0.20, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,27566,13, ,25861, , , , , ,17,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478689116931,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,16616536,1, , , , , , ,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,9, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:58:42.523 UTC, ,125,3160589,1288,14736, , ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,43,20, , , , , , , , , , , , , ,27566,13, ,25861, , , , , ,17,17, , , , , ,4,165, , , , , , , , , , , , , , , , , , , , , , , , ,1478689122501,3145728, , , ,29,0, , , ,2, , , ,3, , , , ,29, ,2048,1, , , , ,192512,46, , , , , , , , ,2,14,22721840,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:58:42.526 UTC, ,125,3168693,1288,22840, , ,5,1,9,2,0.22, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,27566,13, ,25861, , , , , ,17,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478689122501,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,23337464,1, , , , , , ,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:58:49.034 UTC, ,125,3160669,1288,14736,80, ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,43,20, , , , , , , , , , , , , ,27566,13, ,25861, , , , , ,17,17, , , , , ,4,165, , , , , , , , , , , , , , , , , , , , , , , , ,1478689129018,3145728, , , ,29,0, , , ,2, , , ,3, , , , ,29, ,2048,1, , , , ,192512,46, , , , , , , , ,2,14,29444816,2, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:59:52.898 UTC, ,125,3160589,1288,14736, , ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,43,20, , , , , , , , , , , , , ,27566,13, ,25861, , , , , ,17,17, , , , , ,4,165, , , , , , , , , , , , , , , , , , , , , , , , ,1478689192559,3145728, , , ,29,0, , , ,2, , , ,3, , , , ,29, ,2048,1, , , , ,192512,46, , , , , , , , , , ,24759856,2, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 10:59:52.958 UTC, ,125,3168693,1288,22840, , ,5,1,10,2,0.20, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,27566,13, ,25861, , , , , ,17,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478689192559,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,26805168,2, , , , , , ,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,9, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 11:02:08.304 UTC, ,125,3168997,1288,22840,304, ,5,2,30,5,0.17, , , , , , , ,5,5, ,2,2,3,2,8, ,48,23, , , , , , , , , , , , , ,27566,13, ,25861, , , , , ,17,17, , , , , ,4,165, , , , , , , , , , , , , , , , , , , , , , , , ,1478689328254,3145728, , , ,37,0, , , ,3, , , ,3, , , , ,37,1,2048,1, , , , ,210944,55, , , , , , , , ,1,9,12913272,2, , , , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 11:02:08.314 UTC, ,125,3168693,1288,22840, , ,5, ,5, , , , , , , , , ,5,5, , , ,3,2,8, ,3,3, , , , , , , , , , , , , ,27566,13, ,25861, , , , , ,17,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478689328254,3145728, , , ,3,0, , , , , , , ,3, , , , ,3,1, , , , , , ,6144,3, , , , , , , , , , ,13254136,2, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 11:02:12.042 UTC, ,125,3160693,1288,14760,80, ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,45,21, , , , , , , , , , , , , ,29777,14, ,27943, , , , , ,16,16, , , , , ,4,176, , , , , , , , , , , , , , , , , , , , , , , , ,1478689332010,3145728, , , ,31,0, , , ,3, , , ,3, , , , ,31,1,2048,1, , , , ,196608,48, , , , , , , , ,1,9,20040928,2, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 11:02:12.052 UTC, ,125,3168717,1288,22864, , ,5,1,11,2,0.18, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,29777,14, ,27943, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478689332010,3145728, , , ,10,0, , , , , , , ,3, , , , ,10,1, , , , , , ,22528,11, , , , , , , , , , ,20677632,2, , , , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,8, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 11:02:15.969 UTC, ,125,3160717,1288,14784,80, ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,47,22, , , , , , , , , , , , , ,32013,15, ,30139, , , , , ,15,15, , , , , ,4,185, , , , , , , , , , , , , , , , , , , , , , , , ,1478689335943,3145728, , , ,30,0, , , ,2, , , ,3, , , , ,30, ,2048,1, , , , ,194560,47, , , , , , , , ,1,9,26852328,2, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 11:02:15.977 UTC, ,125,3168741,1288,22888, , ,5,1,10,2,0.20, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,32013,15, ,30139, , , , , ,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478689335943,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,27489536,2, , , , , , ,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,7, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
