time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2016-11-09 09:06:23.799 UTC, ,125,3167989,1288,22136, , ,5,1,9,2,0.22, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478682383775,3145728, , , ,11,0, , , , , , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,38773152,1, , , , , , ,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:06:28.393 UTC, ,125,3160581,1288,14616,112, ,3, ,26,3,0.12, , , , , , , ,3,3, ,2, ,2,1,5, ,35,16, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , ,3,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478682388371,3145728, , , ,24,0, , , ,3, , , ,3, , , , ,24,1,2048,1, , , , ,167936,40, , , , , , , , ,1,7,44922896,1, , , , , , ,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:06:28.396 UTC, ,125,3167989,1288,22136, , ,5,1,7,2,0.29, , , , , , , ,5,5, , ,1,3,2,8, ,6,5, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478682388371,3145728, , , ,10,0, , , , , , , ,3, , , , ,10,1, , , , , , ,20480,10, , , , , , , , , , ,45359272,1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:09:02.858 UTC, ,125,3160469,1288,14616, , ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,33,15, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , ,3,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478682542521,3145728, , , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,163840,38, , , , , , , , , , ,24915112,2, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:10:02.866 UTC, ,125,3168213,1288,22136,224, ,5,1,30,2,0.07, , , , , , , ,5,5, , ,1,3,2,8, ,20,6, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478682542521,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,26961048,1, , , , , , ,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,15, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:11:02.877 UTC, ,125,3168213,1288,22136,224, ,5, , , , , , , , , , , ,5,5, , , ,3,2,8, , , , , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478682542521,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,26961048,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:12:02.887 UTC, ,125,3168213,1288,22136,224, ,5, , , , , , , , , , , ,5,5, , , ,3,2,8, , , , , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478682542521,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27642640,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:13:51.995 UTC, ,125,3160469,1288,14616, , ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,33,15, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , ,3,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478682831592,3145728, , , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,163840,38, , , , , , , , , , ,24754328,2, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:13:52.000 UTC, ,125,3167989,1288,22136, , ,5,1,6,2,0.33, , , , , , , ,5,5, , ,1,3,3,7, ,4,2, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478682831592,3145728, , , ,7,0, , , ,1, , , ,3, , , , ,7,1, , , , , , ,16384,8, , , , , , , , , , ,25435896,2, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:14:24.130 UTC, ,125,3160549,1288,14616,80, ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,33,15, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , ,3,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478682864093,3145728, , , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,163840,38, , , , , , , , , , ,33064520,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:14:24.213 UTC, ,125,3167989,1288,22136, , ,5,1,10,2,0.20, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478682864093,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , ,1,7,11166512,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:14:46.399 UTC, ,125,3168261,1288,22136,272, ,5,1,43,5,0.12, , , , , , , ,5,5, ,2,1,3,1,9, ,45,21, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , ,3,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478682886347,3145728, , , ,28,0, , , ,3, , , ,3, , , , ,28,1,2048,1, , , , ,176128,44, , , , , , , , ,1,7,17942800,1, , , , , , ,37, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,10, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:15:57.785 UTC, ,125,3160469,1288,14616, , ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,33,15, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , ,3,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478682957422,3145728, , , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,163840,38, , , , , , , , , , ,24733024,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:15:57.848 UTC, ,125,3167989,1288,22136, , ,5,1,10,2,0.20, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478682957422,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,26778104,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:16:46.944 UTC, ,125,3160469,1288,14616, , ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,33,15, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , ,3,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478683006594,3145728, , , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,163840,38, , , , , , , , , , ,24935840,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:16:47.003 UTC, ,125,3167989,1288,22136, , ,5,1,10,2,0.20, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478683006594,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,26981848,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:17:02.417 UTC, ,125,3160581,1288,14616,112, ,3, ,26,3,0.12, , , , , , , ,3,3, ,2, ,2,1,5, ,35,16, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , ,3,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478683022371,3145728, , , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,163840,38, , , , , , , , , , ,34078720,1, , , , , , ,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:17:02.425 UTC, ,125,3167989,1288,22136, , ,5,1,7,2,0.29, , , , , , , ,5,5, , ,1,3,2,8, ,6,5, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478683022371,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , ,1,8,11571880,1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:18:16.298 UTC, ,125,3167989,1288,22136, , ,5,1,33,5,0.15, , , , , , , ,5,5, ,2,1,3,2,8, ,41,21, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , ,3,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478683096260,3145728, , , ,32,0, , , ,3, , , ,3, , , , ,32,1,2048,1, , , , ,188416,50, , , , , , , , ,1,8,17728176,1, , , , , , ,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:18:16.303 UTC, ,125,3167989,1288,22136, , ,5, , , , , , , , , , , ,5,5, , , ,3,2,8, , , , , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478683096260,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , , , , , , , , , , , , , ,17728176,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:25:42.165 UTC, ,125,3160469,1288,14616, , ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,33,15, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , ,3,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478683541818,3145728, , , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,163840,38, , , , , , , , , , ,24681280,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:25:42.227 UTC, ,125,3167989,1288,22136, , ,5,1,10,2,0.20, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478683541818,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,26727064,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:26:52.820 UTC, ,125,3160469,1288,14616, , ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,33,15, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , ,3,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478683612494,3145728, , , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,163840,38, , , , , , , , , , ,24936008,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:26:52.876 UTC, ,125,3167989,1288,22136, , ,5,1,10,2,0.20, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478683612494,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,26982016,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:27:42.491 UTC, ,125,3160469,1288,14616, , ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,33,15, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , ,3,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478683662161,3145728, , , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,163840,38, , , , , , , , , , ,24937704,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:27:42.548 UTC, ,125,3167989,1288,22136, , ,5,1,10,2,0.20, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478683662161,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,26985064,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:31:23.880 UTC, ,125,3160469,1288,14616, , ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,33,15, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , ,3,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478683883556,3145728, , , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,163840,38, , , , , , , , , , ,24937728,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:31:23.940 UTC, ,125,3167989,1288,22136, , ,5,1,10,2,0.20, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478683883556,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,26985088,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:31:33.042 UTC, ,125,3167989,1288,22136, , ,5,1,33,5,0.15, , , , , , , ,5,5, ,2,1,3,2,8, ,41,21, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , ,3,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478683892998,3145728, , , ,34,0, , , ,3, , , ,3, , , , ,34,1,2048,1, , , , ,188416,50, , , , , , , , , , ,33907992,1, , , , , , ,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:31:33.045 UTC, ,125,3167989,1288,22136, , ,5, , , , , , , , , , , ,5,5, , , ,3,2,8, , , , , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478683892998,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,33907992,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:31:33.084 UTC, ,125,3160717,1288,14616,248, ,3, ,26,3,0.12, , , , , , , ,3,3, ,2, ,2,1,5, ,36,17, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , ,3,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478683893046,3145728, , , ,25,0, , , ,3, , , ,3, , , , ,25,1,2048,1, , , , ,169984,41, , , , , , , , ,1,8,17626360,1, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:31:33.098 UTC, ,125,3167989,1288,22136, , ,5,1,12,2,0.17, , , , , , , ,5,5, , ,1,3,2,8, ,5,4, , , , , , , , , , , , , ,16760,8, ,15097, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478683893046,3145728, , , ,9,0, , , , , , , ,3, , , , ,9,1, , , , , , ,18432,9, , , , , , , , , , ,17626360,1, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:32:35.056 UTC, ,125,3160741,1288,14640,248, ,3,1,27,3,0.11, , , , , , , ,3,3, ,2,1,2,1,5, ,39,18, , , , , , , , , , , , , ,19608,9, ,17064, , , , , ,21,21, , , , , ,3,125, , , , , , , , , , , , , , , , , , , , , , , , ,1478683955024,3145728, , , ,27,0, , , ,3, , , ,3, , , , ,27,1,2048,1, , , , ,174080,43, , , , , , , , ,1,8,24768472,1, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:33:35.060 UTC, ,125,3168485,1288,22312,320, ,5, ,90,2,0.02, , , , , , , ,5,5, , , ,3,2,8, ,56,4, , , , , , , , , , , , , ,19608,9, ,17064, , , , , ,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478683955024,3145728, , , ,8,0, , , , , , , ,3, , , , ,8,1, , , , , , ,16384,8, , , , , , , , , , ,25407152,1, , , , , , ,103, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,49, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:36:26.633 UTC, ,125,3160493,1288,14640, , ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,35,16, , , , , , , , , , , , , ,19608,9, ,17064, , , , , ,21,21, , , , , ,3,125, , , , , , , , , , , , , , , , , , , , , , , , ,1478684186305,3145728, , , ,25,0, , , ,2, , , ,3, , , , ,25, ,2048,1, , , , ,167936,40, , , , , , , , , , ,24838192,2, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:36:26.695 UTC, ,125,3168165,1288,22312, , ,5, ,11,2,0.18, , , , , , , ,5,5, , , ,3,2,8, ,8,6, , , , , , , , , , , , , ,19608,9, ,17064, , , , , ,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478684186305,3145728, , , ,10,0, , , ,1, , , ,3, , , , ,10,1, , , , , , ,22528,11, , , , , , , , , , ,26883192,2, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,7, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 09:37:12.594 UTC, ,125,3160493,1288,14640, , ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,35,16, , , , , , , , , , , , , ,19608,9, ,17064, , , , , ,21,21, , , , , ,3,125, , , , , , , , , , , , , , , , , , , , , , , , ,1478684232262,3145728, , , ,25,0, , , ,2, , , ,3, , , , ,25, ,2048,1, , , , ,167936,40, , , , , , , , , , ,24695528,2, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
