time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2016-11-09 12:56:36.212 UTC, ,125,3166669,1288,20816, , ,5, ,11,2,0.18, , , , , , , ,5,5, , , ,3,2,8, ,8,6, , , , , , , , , , , , , ,7404,5, ,6490, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696196172,3145728, , , ,10,0, , , ,1, , , ,3, , , , ,10,1, , , , , , ,22528,11, , , , , , , , , , ,34078720,1, , , , , , ,14, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,1, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 12:59:25.151 UTC, ,125,3160421,1288,14568, , ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,29,13, , , , , , , , , , , , , ,8662,6, ,7683, , , , , ,27,27, , , , , ,2,96, , , , , , , , , , , , , , , , , , , , , , , , ,1478696365111,3145728, , , ,21,0, , , ,2, , , ,3, , , , ,21, ,2048,1, , , , ,143360,34, , , , , , , , ,1,8,18495728,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 12:59:25.161 UTC, ,125,3166565,1288,20712, , ,5, ,16,2,0.13, , , , , , , ,5,5, , , ,3,2,8, ,8,6, , , , , , , , , , , , , ,8662,6, ,7683, , , , , ,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696365111,3145728, , , ,10,0, , , ,1, , , ,3, , , , ,10,1, , , , , , ,22528,11, , , , , , , , , , ,18495728,1, , , , , , ,16, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,9, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 12:59:28.718 UTC, ,125,3166717,1288,20864, , ,5,1,40,5,0.13, , , , , , , ,5,5, ,2,1,3,2,8, ,41,20, , , , , , , , , , , , , ,9861,7, ,8941, , , , , ,26,26, , , , , ,2,105, , , , , , , , , , , , , , , , , , , , , , , , ,1478696368683,3145728, , , ,33,0, , , ,3, , , ,3, , , , ,33,1,2048,1, , , , ,169984,47, , , , , , , , ,1,8,25086736,1, , , , , , ,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,9, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 12:59:28.722 UTC, ,125,3166717,1288,20864, , ,5, , , , , , , , , , , ,5,5, , , ,3,2,8, , , , , , , , , , , , , , , , ,9861,7, ,8941, , , , , ,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696368683,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,25086736,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 12:59:30.530 UTC, ,125,3161917,1288,15840,224, ,4, ,27,3,0.11, , , , , , , ,3,4, ,2, ,3,2,5, ,37,17, , , , , , , , , , , , , ,11375,8, ,10140, , , , , ,23,23, , , , , ,2,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478696370498,3145728, , , ,25,0, , , ,3, , , ,3, , , , ,25,1,2048,1, , , , ,155648,40, , , , , , , , ,1,8,31261600,1, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 12:59:30.533 UTC, ,125,3166869,1288,21016, , ,5, ,7,2,0.29, , , , , , , ,5,5, , , ,3,2,8, ,4,4, , , , , , , , , , , , , ,11375,8, ,10140, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696370498,3145728, , , ,8,0, , , , , , , ,3, , , , ,8,1, , , , , , ,14336,7, , , , , , , , , , ,31261600,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 12:59:33.151 UTC, ,125,3160549,1288,14616,80, ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,33,15, , , , , , , , , , , , , ,11375,8, ,10140, , , , , ,-1,-1, , , , , ,2,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478696373131,3145728, , , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,147456,36, , , , , , , , ,1,8,38071488,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 12:59:33.153 UTC, ,125,3163565,1288,17712, , ,4, ,4,1,0.25, , , , , , , ,4,4, , , ,3,2,6, ,4,2, , , , , , , , , , , , , ,11375,8, ,10140, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696373131,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,38071488,1, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 12:59:37.559 UTC, ,125,3160549,1288,14616,80, ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,33,15, , , , , , , , , , , , , ,11375,8, ,10140, , , , , ,23,23, , , , , ,2,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478696377238,3145728, , , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,147456,36, , , , , , , , , , ,24899560,1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 12:59:37.615 UTC, ,125,3166869,1288,21016, , ,5, ,10,2,0.20, , , , , , , ,5,5, , , ,3,2,8, ,8,6, , , , , , , , , , , , , ,11375,8, ,10140, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696377238,3145728, , , ,10,0, , , ,1, , , ,3, , , , ,10,1, , , , , , ,22528,11, , , , , , , , , , ,26944904,1, , , , , , ,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 12:59:47.328 UTC, ,125,3163789,1288,17712,224, ,4, ,28,4,0.14, , , , , , , ,4,4, ,2, ,3,2,6, ,37,17, , , , , , , , , , , , , ,11375,8, ,10140, , , , , ,23,23, , , , , ,2,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478696387284,3145728, , , ,27,0, , , ,3, , , ,3, , , , ,27,1,2048,1, , , , ,157696,41, , , , , , , , , , ,34078720,1, , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 12:59:47.347 UTC, ,125,3166869,1288,21016, , ,5, ,9,1,0.11, , , , , , , ,5,5, , , ,3,2,8, ,4,4, , , , , , , , , , , , , ,11375,8, ,10140, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696387284,3145728, , , ,6,0, , , , , , , ,3, , , , ,6,1, , , , , , ,12288,6, , , , , , , , ,1,10,10509384,1, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 12:59:56.866 UTC, ,125,3160693,1288,14616,224, ,4, ,27,3,0.11, , , , , , , ,4,4, ,2, ,3,2,6, ,37,17, , , , , , , , , , , , , ,11375,8, ,10140, , , , , ,23,23, , , , , ,2,116, , , , , , , , , , , , , , , , , , , , , , , , ,1478696396832,3145728, , , ,24,0, , , ,3, , , ,3, , , , ,24,1,2048,1, , , , ,153600,39, , , , , , , , ,1,10,16665664,1, , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 12:59:56.876 UTC, ,125,3166869,1288,21016, , ,5, ,11,2,0.18, , , , , , , ,5,5, , , ,3,2,8, ,4,4, , , , , , , , , , , , , ,11375,8, ,10140, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696396832,3145728, , , ,9,0, , , , , , , ,3, , , , ,9,1, , , , , , ,16384,8, , , , , , , , , , ,17296952,1, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,6, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 12:59:59.812 UTC, ,125,3160573,1288,14640,80, ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,35,16, , , , , , , , , , , , , ,12802,9, ,11654, , , , , ,22,22, , , , , ,2,125, , , , , , , , , , , , , , , , , , , , , , , , ,1478696399786,3145728, , , ,25,0, , , ,2, , , ,3, , , , ,25, ,2048,1, , , , ,151552,38, , , , , , , , ,1,10,23452272,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 12:59:59.818 UTC, ,125,3167021,1288,21168, , ,5, ,14,2,0.14, , , , , , , ,5,5, , , ,3,2,8, ,8,6, , , , , , , , , , , , , ,12802,9, ,11654, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696399786,3145728, , , ,10,0, , , ,1, , , ,3, , , , ,10,1, , , , , , ,22528,11, , , , , , , , , , ,24084600,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,9, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:02.008 UTC, ,125,3163837,1288,17760,224, ,4,1,28,4,0.14, , , , , , , ,4,4, ,2,1,3,2,6, ,41,19, , , , , , , , , , , , , ,14140,10, ,13081, , , , , ,22,22, , , , , ,2,136, , , , , , , , , , , , , , , , , , , , , , , , ,1478696401980,3145728, , , ,27,0, , , ,3, , , ,3, , , , ,27,1,2048,1, , , , ,163840,44, , , , , , , , ,1,10,30905288,1, , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:02.014 UTC, ,125,3167173,1288,21320, , ,5,1,6,1,0.17, , , , , , , ,5,5, , ,1,3,2,8, ,4,4, , , , , , , , , , , , , ,14140,10, ,13081, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696401980,3145728, , , ,10,0, , , , , , , ,3, , , , ,10,1, , , , , , ,14336,7, , , , , , , , , , ,30905288,1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:07.978 UTC, ,125,3160517,1288,14664, , ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,37,17, , , , , , , , , , , , , ,14140,10, ,13081, , , , , ,22,22, , , , , ,2,136, , , , , , , , , , , , , , , , , , , , , , , , ,1478696407657,3145728, , , ,26,0, , , ,2, , , ,3, , , , ,26, ,2048,1, , , , ,153600,39, , , , , , , , , , ,24866600,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:08.037 UTC, ,125,3167173,1288,21320, , ,5,1,11,2,0.18, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,14140,10, ,13081, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696407657,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,26912400,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,4, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:09.866 UTC, ,125,3160597,1288,14664,80, ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,37,17, , , , , , , , , , , , , ,14140,10, ,13081, , , , , ,22,22, , , , , ,2,136, , , , , , , , , , , , , , , , , , , , , , , , ,1478696409824,3145728, , , ,26,0, , , ,2, , , ,3, , , , ,26, ,2048,1, , , , ,153600,39, , , , , , , , , , ,34078720,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:09.898 UTC, ,125,3167173,1288,21320, , ,5,1,11,2,0.18, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,14140,10, ,13081, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696409824,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,10890688,1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,4, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:16.595 UTC, ,125,3160541,1288,14688, , ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,39,18, , , , , , , , , , , , , ,15480,11, ,14419, , , , , ,20,20, , , , , ,2,145, , , , , , , , , , , , , , , , , , , , , , , , ,1478696416274,3145728, , , ,26,0, , , ,2, , , ,3, , , , ,26, ,2048,1, , , , ,153600,39, , , , , , , , , , ,24859960,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:16.658 UTC, ,125,3167197,1288,21344, , ,5,1,11,2,0.18, , , , , , , ,5,5, , ,1,3,2,8, ,8,6, , , , , , , , , , , , , ,15480,11, ,14419, , , , , ,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696416274,3145728, , , ,11,0, , , ,1, , , ,3, , , , ,11,1, , , , , , ,24576,12, , , , , , , , , , ,26904848,1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,3, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:20.274 UTC, ,125,3160733,1288,14688,192, ,3, ,26,3,0.12, , , , , , , ,3,3, ,2, ,2,1,5, ,41,19, , , , , , , , , , , , , ,15480,11, ,14419, , , , , ,20,20, , , , , ,2,145, , , , , , , , , , , , , , , , , , , , , , , , ,1478696420237,3145728, , , ,27,0, , , ,3, , , ,3, , , , ,27,1,2048,1, , , , ,157696,41, , , , , , , , , , ,34078720,1, , , , , , ,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:20.289 UTC, ,125,3167197,1288,21344, , ,5,1,9,2,0.22, , , , , , , ,5,5, , ,1,3,2,8, ,6,5, , , , , , , , , , , , , ,15480,11, ,14419, , , , , ,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696420237,3145728, , , ,10,0, , , , , , , ,3, , , , ,10,1, , , , , , ,20480,10, , , , , , , , ,1,6,10894392,1, , , , , , ,14, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,3, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:25.932 UTC, ,125,3160565,1288,14712, , ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,41,19, , , , , , , , , , , , , ,16915,12, ,15759, , , , , ,19,19, , , , , ,3,156, , , , , , , , , , , , , , , , , , , , , , , , ,1478696425596,3145728, , , ,28,0, , , ,2, , , ,3, , , , ,28, ,2048,1, , , , ,174080,43, , , , , , , , , , ,24864016,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:25.991 UTC, ,125,3166965,1288,21112, , ,5, ,11,2,0.18, , , , , , , ,5,5, , , ,3,2,8, ,8,6, , , , , , , , , , , , , ,16915,12, ,15759, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696425596,3145728, , , ,10,0, , , ,1, , , ,3, , , , ,10,1, , , , , , ,22528,11, , , , , , , , , , ,26909856,1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:27.960 UTC, ,125,3160789,1288,14712,224, ,4,1,27,3,0.11, , , , , , , ,3,4, ,2,1,3,2,5, ,45,21, , , , , , , , , , , , , ,16915,12, ,15759, , , , , ,19,19, , , , , ,3,156, , , , , , , , , , , , , , , , , , , , , , , , ,1478696427921,3145728, , , ,30,0, , , ,3, , , ,3, , , , ,30,1,2048,1, , , , ,182272,46, , , , , , , , , , ,34078720,1, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:27.976 UTC, ,125,3166965,1288,21112, , ,5, ,8,2,0.25, , , , , , , ,5,5, , , ,3,2,8, ,4,4, , , , , , , , , , , , , ,16915,12, ,15759, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696427921,3145728, , , ,8,0, , , , , , , ,3, , , , ,8,1, , , , , , ,14336,8, , , , , , , , ,1,7,11211976,1, , , , , , ,10, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,2, , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:29.813 UTC, ,125,3166861,1288,21008, , ,5,1,35,5,0.14, , , , , , , ,5,5, ,2,1,3,2,8, ,51,26, , , , , , , , , , , , , ,18138,13, ,17194, , , , , ,18,18, , , , , ,3,165, , , , , , , , , , , , , , , , , , , , , , , , ,1478696429771,3145728, , , ,39,0, , , ,3, , , ,3, , , , ,39,1,2048,1, , , , ,198656,55, , , , , , , , ,1,7,18009968,1, , , , , , ,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:29.818 UTC, ,125,3166861,1288,21008, , ,5, , , , , , , , , , , ,5,5, , , ,3,2,8, , , , , , , , , , , , , , , , ,18138,13, ,17194, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696429771,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,18009968,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:33.367 UTC, ,125,3160669,1288,14736,80, ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,43,20, , , , , , , , , , , , , ,18138,13, ,17194, , , , , ,18,18, , , , , ,3,165, , , , , , , , , , , , , , , , , , , , , , , , ,1478696433339,3145728, , , ,29,0, , , ,2, , , ,3, , , , ,29, ,2048,1, , , , ,176128,44, , , , , , , , ,1,7,24161832,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:33.373 UTC, ,125,3166861,1288,21008, , ,5, ,11,2,0.18, , , , , , , ,5,5, , , ,3,2,8, ,8,6, , , , , , , , , , , , , ,18138,13, ,17194, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696433339,3145728, , , ,10,0, , , ,1, , , ,3, , , , ,10,1, , , , , , ,22528,11, , , , , , , , , , ,24799784,1, , , , , , ,14, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,1, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:38.489 UTC, ,125,3160613,1288,14760, , ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,45,21, , , , , , , , , , , , , ,19377,14, ,18417, , , , , ,17,17, , , , , ,3,176, , , , , , , , , , , , , , , , , , , , , , , , ,1478696438167,3145728, , , ,30,0, , , ,2, , , ,3, , , , ,30, ,2048,1, , , , ,178176,45, , , , , , , , , , ,24960128,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-09 13:00:38.496 UTC, ,125,3166757,1288,20904, , ,5, ,7,2,0.29, , , , , , , ,5,5, , , ,3,3,7, ,4,2, , , , , , , , , , , , , ,19377,14, ,18417, , , , , ,17,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478696438167,3145728, , , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,14336,7, , , , , , , , , , ,24960128,1, , , , , , ,7, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , 
